model	task	template	fewshot	seed	postproc	timestamp	filename	comet
bloom-1b1	wmt14_fr_en	a_good_translation-fr-en-target	1	1234	newline-cut	2022-08-23T19_19_02	examples.model=bloom-1b1.task=wmt14_fr_en.templates=a_good_translation-fr-en-target.fewshot=1.seed=1234.timestamp=2022-08-23T19_19_02.newline-cut.tsv	-0.2260
bloom-1b1	wmt14_fr_en	a_good_translation-fr-en-target	1	1234		2022-08-23T19_19_02	examples.model=bloom-1b1.task=wmt14_fr_en.templates=a_good_translation-fr-en-target.fewshot=1.seed=1234.timestamp=2022-08-23T19_19_02.tsv	-0.2409
bloom-1b1	wmt14_fr_en	gpt-3-en-fr-target	1	1234	newline-cut-custom-truncate	2022-08-23T19_18_54	examples.model=bloom-1b1.task=wmt14_fr_en.templates=gpt-3-en-fr-target.fewshot=1.seed=1234.timestamp=2022-08-23T19_18_54.newline-cut-custom-truncate.tsv	-0.9277
bloom-1b1	wmt14_fr_en	gpt-3-en-fr-target	1	1234	newline-cut	2022-08-23T19_18_54	examples.model=bloom-1b1.task=wmt14_fr_en.templates=gpt-3-en-fr-target.fewshot=1.seed=1234.timestamp=2022-08-23T19_18_54.newline-cut.tsv	-0.9691
bloom-1b1	wmt14_fr_en	gpt-3-en-fr-target	1	1234		2022-08-23T19_18_54	examples.model=bloom-1b1.task=wmt14_fr_en.templates=gpt-3-en-fr-target.fewshot=1.seed=1234.timestamp=2022-08-23T19_18_54.tsv	-0.9951
bloom-1b1	wmt14_fr_en	gpt-3-fr-en-target	1	1234	newline-cut-custom-truncate	2022-08-23T19_19_55	examples.model=bloom-1b1.task=wmt14_fr_en.templates=gpt-3-fr-en-target.fewshot=1.seed=1234.timestamp=2022-08-23T19_19_55.newline-cut-custom-truncate.tsv	-0.4843
bloom-1b1	wmt14_fr_en	gpt-3-fr-en-target	1	1234	newline-cut	2022-08-23T19_19_55	examples.model=bloom-1b1.task=wmt14_fr_en.templates=gpt-3-fr-en-target.fewshot=1.seed=1234.timestamp=2022-08-23T19_19_55.newline-cut.tsv	-0.5384
bloom-1b1	wmt14_fr_en	gpt-3-fr-en-target	1	1234		2022-08-23T19_19_55	examples.model=bloom-1b1.task=wmt14_fr_en.templates=gpt-3-fr-en-target.fewshot=1.seed=1234.timestamp=2022-08-23T19_19_55.tsv	-0.5631
bloom-1b1	wmt14_fr_en	translate_as-en-fr-target	1	1234	newline-cut-custom-truncate	2022-12-28T19_52_13	examples.model=bloom-1b1.task=wmt14_fr_en.templates=translate_as-en-fr-target.fewshot=1.seed=1234.timestamp=2022-12-28T19_52_13.newline-cut-custom-truncate.tsv	-0.7670
bloom-1b1	wmt14_fr_en	translate_as-en-fr-target	1	1234	newline-cut	2022-12-28T19_52_13	examples.model=bloom-1b1.task=wmt14_fr_en.templates=translate_as-en-fr-target.fewshot=1.seed=1234.timestamp=2022-12-28T19_52_13.newline-cut.tsv	-1.0481
bloom-1b1	wmt14_fr_en	translate_as-en-fr-target	1	1234		2022-12-28T19_52_13	examples.model=bloom-1b1.task=wmt14_fr_en.templates=translate_as-en-fr-target.fewshot=1.seed=1234.timestamp=2022-12-28T19_52_13.tsv	-1.0913
bloom-1b1	wmt14_fr_en	translate_as-fr-en-target	1	1234	newline-cut-custom-truncate	2022-12-29T11_23_11	examples.model=bloom-1b1.task=wmt14_fr_en.templates=translate_as-fr-en-target.fewshot=1.seed=1234.timestamp=2022-12-29T11_23_11.newline-cut-custom-truncate.tsv	-0.3018
bloom-1b1	wmt14_fr_en	translate_as-fr-en-target	1	1234	newline-cut	2022-12-29T11_23_11	examples.model=bloom-1b1.task=wmt14_fr_en.templates=translate_as-fr-en-target.fewshot=1.seed=1234.timestamp=2022-12-29T11_23_11.newline-cut.tsv	-0.4728
bloom-1b1	wmt14_fr_en	translate_as-fr-en-target	1	1234		2022-12-29T11_23_11	examples.model=bloom-1b1.task=wmt14_fr_en.templates=translate_as-fr-en-target.fewshot=1.seed=1234.timestamp=2022-12-29T11_23_11.tsv	-0.5438
bloom-1b1	wmt14_fr_en	version-en-fr-target	1	1234	newline-cut-custom-truncate	2022-08-23T19_19_03	examples.model=bloom-1b1.task=wmt14_fr_en.templates=version-en-fr-target.fewshot=1.seed=1234.timestamp=2022-08-23T19_19_03.newline-cut-custom-truncate.tsv	-0.6612
bloom-1b1	wmt14_fr_en	version-en-fr-target	1	1234	newline-cut	2022-08-23T19_19_03	examples.model=bloom-1b1.task=wmt14_fr_en.templates=version-en-fr-target.fewshot=1.seed=1234.timestamp=2022-08-23T19_19_03.newline-cut.tsv	-0.6608
bloom-1b1	wmt14_fr_en	version-en-fr-target	1	1234		2022-08-23T19_19_03	examples.model=bloom-1b1.task=wmt14_fr_en.templates=version-en-fr-target.fewshot=1.seed=1234.timestamp=2022-08-23T19_19_03.tsv	-0.6769
bloom-1b1	wmt14_fr_en	version-fr-en-target	1	1234	newline-cut-custom-truncate	2022-08-23T19_19_02	examples.model=bloom-1b1.task=wmt14_fr_en.templates=version-fr-en-target.fewshot=1.seed=1234.timestamp=2022-08-23T19_19_02.newline-cut-custom-truncate.tsv	-0.2067
bloom-1b1	wmt14_fr_en	version-fr-en-target	1	1234	newline-cut	2022-08-23T19_19_02	examples.model=bloom-1b1.task=wmt14_fr_en.templates=version-fr-en-target.fewshot=1.seed=1234.timestamp=2022-08-23T19_19_02.newline-cut.tsv	-0.2020
bloom-1b1	wmt14_fr_en	version-fr-en-target	1	1234		2022-08-23T19_19_02	examples.model=bloom-1b1.task=wmt14_fr_en.templates=version-fr-en-target.fewshot=1.seed=1234.timestamp=2022-08-23T19_19_02.tsv	-0.2172
bloom-1b1	wmt14_fr_en	xglm-en-fr-source+target	1	1234	newline-cut-custom-truncate	2022-12-25T20_33_36	examples.model=bloom-1b1.task=wmt14_fr_en.templates=xglm-en-fr-source+target.fewshot=1.seed=1234.timestamp=2022-12-25T20_33_36.newline-cut-custom-truncate.tsv	-0.1747
bloom-1b1	wmt14_fr_en	xglm-en-fr-source+target	1	1234	newline-cut	2022-12-25T20_33_36	examples.model=bloom-1b1.task=wmt14_fr_en.templates=xglm-en-fr-source+target.fewshot=1.seed=1234.timestamp=2022-12-25T20_33_36.newline-cut.tsv	-0.6350
bloom-1b1	wmt14_fr_en	xglm-en-fr-source+target	1	1234		2022-12-25T20_33_36	examples.model=bloom-1b1.task=wmt14_fr_en.templates=xglm-en-fr-source+target.fewshot=1.seed=1234.timestamp=2022-12-25T20_33_36.tsv	-0.6525
bloom-1b1	wmt14_fr_en	xglm-en-fr-target	1	1234	newline-cut-custom-truncate	2022-08-23T19_18_54	examples.model=bloom-1b1.task=wmt14_fr_en.templates=xglm-en-fr-target.fewshot=1.seed=1234.timestamp=2022-08-23T19_18_54.newline-cut-custom-truncate.tsv	-0.7047
bloom-1b1	wmt14_fr_en	xglm-en-fr-target	1	1234	newline-cut	2022-08-23T19_18_54	examples.model=bloom-1b1.task=wmt14_fr_en.templates=xglm-en-fr-target.fewshot=1.seed=1234.timestamp=2022-08-23T19_18_54.newline-cut.tsv	-1.0144
bloom-1b1	wmt14_fr_en	xglm-en-fr-target	1	1234		2022-08-23T19_18_54	examples.model=bloom-1b1.task=wmt14_fr_en.templates=xglm-en-fr-target.fewshot=1.seed=1234.timestamp=2022-08-23T19_18_54.tsv	-1.0278
bloom-1b1	wmt14_fr_en	xglm-fr-en-source+target	1	1234	newline-cut-custom-truncate	2022-12-26T23_04_14	examples.model=bloom-1b1.task=wmt14_fr_en.templates=xglm-fr-en-source+target.fewshot=1.seed=1234.timestamp=2022-12-26T23_04_14.newline-cut-custom-truncate.tsv	0.0891
bloom-1b1	wmt14_fr_en	xglm-fr-en-source+target	1	1234	newline-cut	2022-12-26T23_04_14	examples.model=bloom-1b1.task=wmt14_fr_en.templates=xglm-fr-en-source+target.fewshot=1.seed=1234.timestamp=2022-12-26T23_04_14.newline-cut.tsv	-0.2076
bloom-1b1	wmt14_fr_en	xglm-fr-en-source+target	1	1234		2022-12-26T23_04_14	examples.model=bloom-1b1.task=wmt14_fr_en.templates=xglm-fr-en-source+target.fewshot=1.seed=1234.timestamp=2022-12-26T23_04_14.tsv	-0.2230
bloom-1b1	wmt14_fr_en	xglm-fr-en-target	1	1234	newline-cut-custom-truncate	2022-08-23T19_19_55	examples.model=bloom-1b1.task=wmt14_fr_en.templates=xglm-fr-en-target.fewshot=1.seed=1234.timestamp=2022-08-23T19_19_55.newline-cut-custom-truncate.tsv	-0.4191
bloom-1b1	wmt14_fr_en	xglm-fr-en-target	1	1234	newline-cut	2022-08-23T19_19_55	examples.model=bloom-1b1.task=wmt14_fr_en.templates=xglm-fr-en-target.fewshot=1.seed=1234.timestamp=2022-08-23T19_19_55.newline-cut.tsv	-0.5619
bloom-1b1	wmt14_fr_en	xglm-fr-en-target	1	1234		2022-08-23T19_19_55	examples.model=bloom-1b1.task=wmt14_fr_en.templates=xglm-fr-en-target.fewshot=1.seed=1234.timestamp=2022-08-23T19_19_55.tsv	-0.5905
bloom-1b7	wmt14_fr_en	a_good_translation-en-fr-source+target	1	1234	newline-cut-custom-truncate	2022-08-17T22_42_36	examples.model=bloom-1b7.task=wmt14_fr_en.templates=a_good_translation-en-fr-source+target.fewshot=1.seed=1234.timestamp=2022-08-17T22_42_36.newline-cut-custom-truncate.tsv	-0.6521
bloom-1b7	wmt14_fr_en	a_good_translation-en-fr-source+target	1	1234	newline-cut	2022-08-17T22_42_36	examples.model=bloom-1b7.task=wmt14_fr_en.templates=a_good_translation-en-fr-source+target.fewshot=1.seed=1234.timestamp=2022-08-17T22_42_36.newline-cut.tsv	-0.6515
bloom-1b7	wmt14_fr_en	a_good_translation-en-fr-source+target	1	1234		2022-08-17T22_42_36	examples.model=bloom-1b7.task=wmt14_fr_en.templates=a_good_translation-en-fr-source+target.fewshot=1.seed=1234.timestamp=2022-08-17T22_42_36.tsv	-0.6604
bloom-1b7	wmt14_fr_en	a_good_translation-en-fr-target	1	1234	newline-cut-custom-truncate	2022-08-17T22_42_36	examples.model=bloom-1b7.task=wmt14_fr_en.templates=a_good_translation-en-fr-target.fewshot=1.seed=1234.timestamp=2022-08-17T22_42_36.newline-cut-custom-truncate.tsv	-0.6544
bloom-1b7	wmt14_fr_en	a_good_translation-en-fr-target	1	1234	newline-cut	2022-08-17T22_42_36	examples.model=bloom-1b7.task=wmt14_fr_en.templates=a_good_translation-en-fr-target.fewshot=1.seed=1234.timestamp=2022-08-17T22_42_36.newline-cut.tsv	-0.6545
bloom-1b7	wmt14_fr_en	a_good_translation-en-fr-target	1	1234		2022-08-17T22_42_36	examples.model=bloom-1b7.task=wmt14_fr_en.templates=a_good_translation-en-fr-target.fewshot=1.seed=1234.timestamp=2022-08-17T22_42_36.tsv	-0.6772
bloom-1b7	wmt14_fr_en	a_good_translation-fr-en-source+target	1	1234	newline-cut-custom-truncate	2022-08-17T22_42_37	examples.model=bloom-1b7.task=wmt14_fr_en.templates=a_good_translation-fr-en-source+target.fewshot=1.seed=1234.timestamp=2022-08-17T22_42_37.newline-cut-custom-truncate.tsv	-0.2216
bloom-1b7	wmt14_fr_en	a_good_translation-fr-en-source+target	1	1234	newline-cut	2022-08-17T22_42_37	examples.model=bloom-1b7.task=wmt14_fr_en.templates=a_good_translation-fr-en-source+target.fewshot=1.seed=1234.timestamp=2022-08-17T22_42_37.newline-cut.tsv	-0.2204
bloom-1b7	wmt14_fr_en	a_good_translation-fr-en-source+target	1	1234		2022-08-17T22_42_37	examples.model=bloom-1b7.task=wmt14_fr_en.templates=a_good_translation-fr-en-source+target.fewshot=1.seed=1234.timestamp=2022-08-17T22_42_37.tsv	-0.2256
bloom-1b7	wmt14_fr_en	a_good_translation-fr-en-target	1	1234	newline-cut-custom-truncate	2022-08-17T22_42_36	examples.model=bloom-1b7.task=wmt14_fr_en.templates=a_good_translation-fr-en-target.fewshot=1.seed=1234.timestamp=2022-08-17T22_42_36.newline-cut-custom-truncate.tsv	-0.2522
bloom-1b7	wmt14_fr_en	a_good_translation-fr-en-target	1	1234	newline-cut	2022-08-17T22_42_36	examples.model=bloom-1b7.task=wmt14_fr_en.templates=a_good_translation-fr-en-target.fewshot=1.seed=1234.timestamp=2022-08-17T22_42_36.newline-cut.tsv	-0.2507
bloom-1b7	wmt14_fr_en	a_good_translation-fr-en-target	1	1234		2022-08-17T22_42_36	examples.model=bloom-1b7.task=wmt14_fr_en.templates=a_good_translation-fr-en-target.fewshot=1.seed=1234.timestamp=2022-08-17T22_42_36.tsv	-0.2603
bloom-1b7	wmt14_fr_en	gpt-3-en-fr-target	1	1234	newline-cut-custom-truncate	2022-08-17T22_42_36	examples.model=bloom-1b7.task=wmt14_fr_en.templates=gpt-3-en-fr-target.fewshot=1.seed=1234.timestamp=2022-08-17T22_42_36.newline-cut-custom-truncate.tsv	-0.7113
bloom-1b7	wmt14_fr_en	gpt-3-en-fr-target	1	1234	newline-cut	2022-08-17T22_42_36	examples.model=bloom-1b7.task=wmt14_fr_en.templates=gpt-3-en-fr-target.fewshot=1.seed=1234.timestamp=2022-08-17T22_42_36.newline-cut.tsv	-0.7324
bloom-1b7	wmt14_fr_en	gpt-3-en-fr-target	1	1234		2022-08-17T22_42_36	examples.model=bloom-1b7.task=wmt14_fr_en.templates=gpt-3-en-fr-target.fewshot=1.seed=1234.timestamp=2022-08-17T22_42_36.tsv	-0.7912
bloom-1b7	wmt14_fr_en	gpt-3-fr-en-target	1	1234	newline-cut-custom-truncate	2022-08-17T22_42_37	examples.model=bloom-1b7.task=wmt14_fr_en.templates=gpt-3-fr-en-target.fewshot=1.seed=1234.timestamp=2022-08-17T22_42_37.newline-cut-custom-truncate.tsv	-0.2921
bloom-1b7	wmt14_fr_en	gpt-3-fr-en-target	1	1234	newline-cut	2022-08-17T22_42_37	examples.model=bloom-1b7.task=wmt14_fr_en.templates=gpt-3-fr-en-target.fewshot=1.seed=1234.timestamp=2022-08-17T22_42_37.newline-cut.tsv	-0.3136
bloom-1b7	wmt14_fr_en	gpt-3-fr-en-target	1	1234		2022-08-17T22_42_37	examples.model=bloom-1b7.task=wmt14_fr_en.templates=gpt-3-fr-en-target.fewshot=1.seed=1234.timestamp=2022-08-17T22_42_37.tsv	-0.3867
bloom-1b7	wmt14_fr_en	translate_as-en-fr-target	1	1234	newline-cut-custom-truncate	2022-12-29T11_23_12	examples.model=bloom-1b7.task=wmt14_fr_en.templates=translate_as-en-fr-target.fewshot=1.seed=1234.timestamp=2022-12-29T11_23_12.newline-cut-custom-truncate.tsv	-0.4368
bloom-1b7	wmt14_fr_en	translate_as-en-fr-target	1	1234	newline-cut	2022-12-29T11_23_12	examples.model=bloom-1b7.task=wmt14_fr_en.templates=translate_as-en-fr-target.fewshot=1.seed=1234.timestamp=2022-12-29T11_23_12.newline-cut.tsv	-0.4950
bloom-1b7	wmt14_fr_en	translate_as-en-fr-target	1	1234		2022-12-29T11_23_12	examples.model=bloom-1b7.task=wmt14_fr_en.templates=translate_as-en-fr-target.fewshot=1.seed=1234.timestamp=2022-12-29T11_23_12.tsv	-0.5292
bloom-1b7	wmt14_fr_en	translate_as-fr-en-target	1	1234	newline-cut-custom-truncate	2022-12-28T19_52_13	examples.model=bloom-1b7.task=wmt14_fr_en.templates=translate_as-fr-en-target.fewshot=1.seed=1234.timestamp=2022-12-28T19_52_13.newline-cut-custom-truncate.tsv	-0.1177
bloom-1b7	wmt14_fr_en	translate_as-fr-en-target	1	1234	newline-cut	2022-12-28T19_52_13	examples.model=bloom-1b7.task=wmt14_fr_en.templates=translate_as-fr-en-target.fewshot=1.seed=1234.timestamp=2022-12-28T19_52_13.newline-cut.tsv	-0.1315
bloom-1b7	wmt14_fr_en	translate_as-fr-en-target	1	1234		2022-12-28T19_52_13	examples.model=bloom-1b7.task=wmt14_fr_en.templates=translate_as-fr-en-target.fewshot=1.seed=1234.timestamp=2022-12-28T19_52_13.tsv	-0.1847
bloom-1b7	wmt14_fr_en	version-en-fr-target	1	1234	newline-cut-custom-truncate	2022-08-17T22_42_33	examples.model=bloom-1b7.task=wmt14_fr_en.templates=version-en-fr-target.fewshot=1.seed=1234.timestamp=2022-08-17T22_42_33.newline-cut-custom-truncate.tsv	-0.3819
bloom-1b7	wmt14_fr_en	version-en-fr-target	1	1234	newline-cut	2022-08-17T22_42_33	examples.model=bloom-1b7.task=wmt14_fr_en.templates=version-en-fr-target.fewshot=1.seed=1234.timestamp=2022-08-17T22_42_33.newline-cut.tsv	-0.3823
bloom-1b7	wmt14_fr_en	version-en-fr-target	1	1234		2022-08-17T22_42_33	examples.model=bloom-1b7.task=wmt14_fr_en.templates=version-en-fr-target.fewshot=1.seed=1234.timestamp=2022-08-17T22_42_33.tsv	-0.3925
bloom-1b7	wmt14_fr_en	version-fr-en-target	1	1234	newline-cut-custom-truncate	2022-08-17T22_42_36	examples.model=bloom-1b7.task=wmt14_fr_en.templates=version-fr-en-target.fewshot=1.seed=1234.timestamp=2022-08-17T22_42_36.newline-cut-custom-truncate.tsv	-0.1071
bloom-1b7	wmt14_fr_en	version-fr-en-target	1	1234	newline-cut	2022-08-17T22_42_36	examples.model=bloom-1b7.task=wmt14_fr_en.templates=version-fr-en-target.fewshot=1.seed=1234.timestamp=2022-08-17T22_42_36.newline-cut.tsv	-0.1051
bloom-1b7	wmt14_fr_en	version-fr-en-target	1	1234		2022-08-17T22_42_36	examples.model=bloom-1b7.task=wmt14_fr_en.templates=version-fr-en-target.fewshot=1.seed=1234.timestamp=2022-08-17T22_42_36.tsv	-0.1112
bloom-1b7	wmt14_fr_en	xglm-en-fr-source+target	1	1234	newline-cut-custom-truncate	2022-12-25T20_38_27	examples.model=bloom-1b7.task=wmt14_fr_en.templates=xglm-en-fr-source+target.fewshot=1.seed=1234.timestamp=2022-12-25T20_38_27.newline-cut-custom-truncate.tsv	-0.0937
bloom-1b7	wmt14_fr_en	xglm-en-fr-source+target	1	1234	newline-cut	2022-12-25T20_38_27	examples.model=bloom-1b7.task=wmt14_fr_en.templates=xglm-en-fr-source+target.fewshot=1.seed=1234.timestamp=2022-12-25T20_38_27.newline-cut.tsv	-0.2340
bloom-1b7	wmt14_fr_en	xglm-en-fr-source+target	1	1234		2022-12-25T20_38_27	examples.model=bloom-1b7.task=wmt14_fr_en.templates=xglm-en-fr-source+target.fewshot=1.seed=1234.timestamp=2022-12-25T20_38_27.tsv	-0.2819
bloom-1b7	wmt14_fr_en	xglm-en-fr-target	1	1234	newline-cut-custom-truncate	2022-08-17T22_42_36	examples.model=bloom-1b7.task=wmt14_fr_en.templates=xglm-en-fr-target.fewshot=1.seed=1234.timestamp=2022-08-17T22_42_36.newline-cut-custom-truncate.tsv	-0.7108
bloom-1b7	wmt14_fr_en	xglm-en-fr-target	1	1234	newline-cut	2022-08-17T22_42_36	examples.model=bloom-1b7.task=wmt14_fr_en.templates=xglm-en-fr-target.fewshot=1.seed=1234.timestamp=2022-08-17T22_42_36.newline-cut.tsv	-0.7886
bloom-1b7	wmt14_fr_en	xglm-en-fr-target	1	1234		2022-08-17T22_42_36	examples.model=bloom-1b7.task=wmt14_fr_en.templates=xglm-en-fr-target.fewshot=1.seed=1234.timestamp=2022-08-17T22_42_36.tsv	-0.8035
bloom-1b7	wmt14_fr_en	xglm-fr-en-source+target	1	1234	newline-cut-custom-truncate	2022-12-26T23_04_14	examples.model=bloom-1b7.task=wmt14_fr_en.templates=xglm-fr-en-source+target.fewshot=1.seed=1234.timestamp=2022-12-26T23_04_14.newline-cut-custom-truncate.tsv	0.2364
bloom-1b7	wmt14_fr_en	xglm-fr-en-source+target	1	1234	newline-cut	2022-12-26T23_04_14	examples.model=bloom-1b7.task=wmt14_fr_en.templates=xglm-fr-en-source+target.fewshot=1.seed=1234.timestamp=2022-12-26T23_04_14.newline-cut.tsv	0.1697
bloom-1b7	wmt14_fr_en	xglm-fr-en-source+target	1	1234		2022-12-26T23_04_14	examples.model=bloom-1b7.task=wmt14_fr_en.templates=xglm-fr-en-source+target.fewshot=1.seed=1234.timestamp=2022-12-26T23_04_14.tsv	0.0776
bloom-1b7	wmt14_fr_en	xglm-fr-en-target	1	1234	newline-cut-custom-truncate	2022-08-17T22_42_37	examples.model=bloom-1b7.task=wmt14_fr_en.templates=xglm-fr-en-target.fewshot=1.seed=1234.timestamp=2022-08-17T22_42_37.newline-cut-custom-truncate.tsv	-0.2679
bloom-1b7	wmt14_fr_en	xglm-fr-en-target	1	1234	newline-cut	2022-08-17T22_42_37	examples.model=bloom-1b7.task=wmt14_fr_en.templates=xglm-fr-en-target.fewshot=1.seed=1234.timestamp=2022-08-17T22_42_37.newline-cut.tsv	-0.3080
bloom-1b7	wmt14_fr_en	xglm-fr-en-target	1	1234		2022-08-17T22_42_37	examples.model=bloom-1b7.task=wmt14_fr_en.templates=xglm-fr-en-target.fewshot=1.seed=1234.timestamp=2022-08-17T22_42_37.tsv	-0.3340
bloom-3b	wmt14_fr_en	a_good_translation-en-fr-source+target	1	1234	newline-cut-custom-truncate	2022-09-08T22_02_28	examples.model=bloom-3b.task=wmt14_fr_en.templates=a_good_translation-en-fr-source+target.fewshot=1.seed=1234.timestamp=2022-09-08T22_02_28.newline-cut-custom-truncate.tsv	0.1256
bloom-3b	wmt14_fr_en	a_good_translation-en-fr-source+target	1	1234	newline-cut	2022-09-08T22_02_28	examples.model=bloom-3b.task=wmt14_fr_en.templates=a_good_translation-en-fr-source+target.fewshot=1.seed=1234.timestamp=2022-09-08T22_02_28.newline-cut.tsv	0.1254
bloom-3b	wmt14_fr_en	a_good_translation-en-fr-source+target	1	1234		2022-09-08T22_02_28	examples.model=bloom-3b.task=wmt14_fr_en.templates=a_good_translation-en-fr-source+target.fewshot=1.seed=1234.timestamp=2022-09-08T22_02_28.tsv	0.1004
bloom-3b	wmt14_fr_en	a_good_translation-en-fr-target	1	1234	newline-cut-custom-truncate	2022-09-08T22_02_28	examples.model=bloom-3b.task=wmt14_fr_en.templates=a_good_translation-en-fr-target.fewshot=1.seed=1234.timestamp=2022-09-08T22_02_28.newline-cut-custom-truncate.tsv	0.0584
bloom-3b	wmt14_fr_en	a_good_translation-en-fr-target	1	1234	newline-cut	2022-09-08T22_02_28	examples.model=bloom-3b.task=wmt14_fr_en.templates=a_good_translation-en-fr-target.fewshot=1.seed=1234.timestamp=2022-09-08T22_02_28.newline-cut.tsv	0.0590
bloom-3b	wmt14_fr_en	a_good_translation-en-fr-target	1	1234		2022-09-08T22_02_28	examples.model=bloom-3b.task=wmt14_fr_en.templates=a_good_translation-en-fr-target.fewshot=1.seed=1234.timestamp=2022-09-08T22_02_28.tsv	0.0264
bloom-3b	wmt14_fr_en	a_good_translation-fr-en-source+target	1	1234	newline-cut-custom-truncate	2022-09-08T22_02_28	examples.model=bloom-3b.task=wmt14_fr_en.templates=a_good_translation-fr-en-source+target.fewshot=1.seed=1234.timestamp=2022-09-08T22_02_28.newline-cut-custom-truncate.tsv	0.3049
bloom-3b	wmt14_fr_en	a_good_translation-fr-en-source+target	1	1234	newline-cut	2022-09-08T22_02_28	examples.model=bloom-3b.task=wmt14_fr_en.templates=a_good_translation-fr-en-source+target.fewshot=1.seed=1234.timestamp=2022-09-08T22_02_28.newline-cut.tsv	0.3042
bloom-3b	wmt14_fr_en	a_good_translation-fr-en-source+target	1	1234		2022-09-08T22_02_28	examples.model=bloom-3b.task=wmt14_fr_en.templates=a_good_translation-fr-en-source+target.fewshot=1.seed=1234.timestamp=2022-09-08T22_02_28.tsv	0.2940
bloom-3b	wmt14_fr_en	a_good_translation-fr-en-target	1	1234	newline-cut-custom-truncate	2022-09-08T22_02_28	examples.model=bloom-3b.task=wmt14_fr_en.templates=a_good_translation-fr-en-target.fewshot=1.seed=1234.timestamp=2022-09-08T22_02_28.newline-cut-custom-truncate.tsv	0.3084
bloom-3b	wmt14_fr_en	a_good_translation-fr-en-target	1	1234	newline-cut	2022-09-08T22_02_28	examples.model=bloom-3b.task=wmt14_fr_en.templates=a_good_translation-fr-en-target.fewshot=1.seed=1234.timestamp=2022-09-08T22_02_28.newline-cut.tsv	0.3095
bloom-3b	wmt14_fr_en	a_good_translation-fr-en-target	1	1234		2022-09-08T22_02_28	examples.model=bloom-3b.task=wmt14_fr_en.templates=a_good_translation-fr-en-target.fewshot=1.seed=1234.timestamp=2022-09-08T22_02_28.tsv	0.2956
bloom-3b	wmt14_fr_en	gpt-3-en-fr-target	1	1234	newline-cut-custom-truncate	2022-09-08T22_02_28	examples.model=bloom-3b.task=wmt14_fr_en.templates=gpt-3-en-fr-target.fewshot=1.seed=1234.timestamp=2022-09-08T22_02_28.newline-cut-custom-truncate.tsv	-0.2118
