model	task	template	fewshot	seed	postproc	timestamp	filename	BLEU
bloom-1b1	wmt14_hi_en	a_good_translation-hi-en-target	1	1234	newline-cut	2022-09-14T15_42_49	examples.model=bloom-1b1.task=wmt14_hi_en.templates=a_good_translation-hi-en-target.fewshot=1.seed=1234.timestamp=2022-09-14T15_42_49.newline-cut.tsv	8.36
bloom-1b1	wmt14_hi_en	a_good_translation-hi-en-target	1	1234		2022-09-14T15_42_49	examples.model=bloom-1b1.task=wmt14_hi_en.templates=a_good_translation-hi-en-target.fewshot=1.seed=1234.timestamp=2022-09-14T15_42_49.tsv	8.15
bloom-1b1	wmt14_hi_en	gpt-3-en-hi-target	1	1234	newline-cut-custom-truncate	2022-09-14T15_42_49	examples.model=bloom-1b1.task=wmt14_hi_en.templates=gpt-3-en-hi-target.fewshot=1.seed=1234.timestamp=2022-09-14T15_42_49.newline-cut-custom-truncate.tsv	0.05
bloom-1b1	wmt14_hi_en	gpt-3-en-hi-target	1	1234	newline-cut	2022-09-14T15_42_49	examples.model=bloom-1b1.task=wmt14_hi_en.templates=gpt-3-en-hi-target.fewshot=1.seed=1234.timestamp=2022-09-14T15_42_49.newline-cut.tsv	0.05
bloom-1b1	wmt14_hi_en	gpt-3-en-hi-target	1	1234		2022-09-14T15_42_49	examples.model=bloom-1b1.task=wmt14_hi_en.templates=gpt-3-en-hi-target.fewshot=1.seed=1234.timestamp=2022-09-14T15_42_49.tsv	0.05
bloom-1b1	wmt14_hi_en	gpt-3-hi-en-target	1	1234	newline-cut-custom-truncate	2022-09-14T15_42_49	examples.model=bloom-1b1.task=wmt14_hi_en.templates=gpt-3-hi-en-target.fewshot=1.seed=1234.timestamp=2022-09-14T15_42_49.newline-cut-custom-truncate.tsv	0.00
bloom-1b1	wmt14_hi_en	gpt-3-hi-en-target	1	1234	newline-cut	2022-09-14T15_42_49	examples.model=bloom-1b1.task=wmt14_hi_en.templates=gpt-3-hi-en-target.fewshot=1.seed=1234.timestamp=2022-09-14T15_42_49.newline-cut.tsv	0.00
bloom-1b1	wmt14_hi_en	gpt-3-hi-en-target	1	1234		2022-09-14T15_42_49	examples.model=bloom-1b1.task=wmt14_hi_en.templates=gpt-3-hi-en-target.fewshot=1.seed=1234.timestamp=2022-09-14T15_42_49.tsv	0.00
bloom-1b1	wmt14_hi_en	version-en-hi-target	1	1234	newline-cut-custom-truncate	2022-09-14T15_42_49	examples.model=bloom-1b1.task=wmt14_hi_en.templates=version-en-hi-target.fewshot=1.seed=1234.timestamp=2022-09-14T15_42_49.newline-cut-custom-truncate.tsv	1.28
bloom-1b1	wmt14_hi_en	version-en-hi-target	1	1234	newline-cut	2022-09-14T15_42_49	examples.model=bloom-1b1.task=wmt14_hi_en.templates=version-en-hi-target.fewshot=1.seed=1234.timestamp=2022-09-14T15_42_49.newline-cut.tsv	1.28
bloom-1b1	wmt14_hi_en	version-en-hi-target	1	1234		2022-09-14T15_42_49	examples.model=bloom-1b1.task=wmt14_hi_en.templates=version-en-hi-target.fewshot=1.seed=1234.timestamp=2022-09-14T15_42_49.tsv	1.26
bloom-1b1	wmt14_hi_en	version-hi-en-target	1	1234	newline-cut-custom-truncate	2022-09-14T15_42_49	examples.model=bloom-1b1.task=wmt14_hi_en.templates=version-hi-en-target.fewshot=1.seed=1234.timestamp=2022-09-14T15_42_49.newline-cut-custom-truncate.tsv	8.03
bloom-1b1	wmt14_hi_en	version-hi-en-target	1	1234	newline-cut	2022-09-14T15_42_49	examples.model=bloom-1b1.task=wmt14_hi_en.templates=version-hi-en-target.fewshot=1.seed=1234.timestamp=2022-09-14T15_42_49.newline-cut.tsv	7.94
bloom-1b1	wmt14_hi_en	version-hi-en-target	1	1234		2022-09-14T15_42_49	examples.model=bloom-1b1.task=wmt14_hi_en.templates=version-hi-en-target.fewshot=1.seed=1234.timestamp=2022-09-14T15_42_49.tsv	7.03
bloom-1b1	wmt14_hi_en	xglm-en-hi-source+target	1	1234	newline-cut-custom-truncate	2023-01-02T20_07_24	examples.model=bloom-1b1.task=wmt14_hi_en.templates=xglm-en-hi-source+target.fewshot=1.seed=1234.timestamp=2023-01-02T20_07_24.newline-cut-custom-truncate.tsv	2.83
bloom-1b1	wmt14_hi_en	xglm-en-hi-source+target	1	1234	newline-cut	2023-01-02T20_07_24	examples.model=bloom-1b1.task=wmt14_hi_en.templates=xglm-en-hi-source+target.fewshot=1.seed=1234.timestamp=2023-01-02T20_07_24.newline-cut.tsv	3.08
bloom-1b1	wmt14_hi_en	xglm-en-hi-source+target	1	1234		2023-01-02T20_07_24	examples.model=bloom-1b1.task=wmt14_hi_en.templates=xglm-en-hi-source+target.fewshot=1.seed=1234.timestamp=2023-01-02T20_07_24.tsv	3.08
bloom-1b1	wmt14_hi_en	xglm-en-hi-target	1	1234	newline-cut-custom-truncate	2022-09-14T15_42_49	examples.model=bloom-1b1.task=wmt14_hi_en.templates=xglm-en-hi-target.fewshot=1.seed=1234.timestamp=2022-09-14T15_42_49.newline-cut-custom-truncate.tsv	0.34
bloom-1b1	wmt14_hi_en	xglm-en-hi-target	1	1234	newline-cut	2022-09-14T15_42_49	examples.model=bloom-1b1.task=wmt14_hi_en.templates=xglm-en-hi-target.fewshot=1.seed=1234.timestamp=2022-09-14T15_42_49.newline-cut.tsv	0.64
bloom-1b1	wmt14_hi_en	xglm-en-hi-target	1	1234		2022-09-14T15_42_49	examples.model=bloom-1b1.task=wmt14_hi_en.templates=xglm-en-hi-target.fewshot=1.seed=1234.timestamp=2022-09-14T15_42_49.tsv	0.76
bloom-1b1	wmt14_hi_en	xglm-hi-en-source+target	1	1234	newline-cut-custom-truncate	2023-01-03T22_44_56	examples.model=bloom-1b1.task=wmt14_hi_en.templates=xglm-hi-en-source+target.fewshot=1.seed=1234.timestamp=2023-01-03T22_44_56.newline-cut-custom-truncate.tsv	6.23
bloom-1b1	wmt14_hi_en	xglm-hi-en-source+target	1	1234	newline-cut	2023-01-03T22_44_56	examples.model=bloom-1b1.task=wmt14_hi_en.templates=xglm-hi-en-source+target.fewshot=1.seed=1234.timestamp=2023-01-03T22_44_56.newline-cut.tsv	6.71
bloom-1b1	wmt14_hi_en	xglm-hi-en-source+target	1	1234		2023-01-03T22_44_56	examples.model=bloom-1b1.task=wmt14_hi_en.templates=xglm-hi-en-source+target.fewshot=1.seed=1234.timestamp=2023-01-03T22_44_56.tsv	4.85
bloom-1b1	wmt14_hi_en	xglm-hi-en-target	1	1234	newline-cut-custom-truncate	2022-09-14T15_42_49	examples.model=bloom-1b1.task=wmt14_hi_en.templates=xglm-hi-en-target.fewshot=1.seed=1234.timestamp=2022-09-14T15_42_49.newline-cut-custom-truncate.tsv	2.80
bloom-1b1	wmt14_hi_en	xglm-hi-en-target	1	1234	newline-cut	2022-09-14T15_42_49	examples.model=bloom-1b1.task=wmt14_hi_en.templates=xglm-hi-en-target.fewshot=1.seed=1234.timestamp=2022-09-14T15_42_49.newline-cut.tsv	3.45
bloom-1b1	wmt14_hi_en	xglm-hi-en-target	1	1234		2022-09-14T15_42_49	examples.model=bloom-1b1.task=wmt14_hi_en.templates=xglm-hi-en-target.fewshot=1.seed=1234.timestamp=2022-09-14T15_42_49.tsv	3.04
bloom-1b7	wmt14_hi_en	a_good_translation-en-hi-source+target	1	1234	newline-cut-custom-truncate	2022-09-14T17_54_34	examples.model=bloom-1b7.task=wmt14_hi_en.templates=a_good_translation-en-hi-source+target.fewshot=1.seed=1234.timestamp=2022-09-14T17_54_34.newline-cut-custom-truncate.tsv	3.72
bloom-1b7	wmt14_hi_en	a_good_translation-en-hi-source+target	1	1234	newline-cut	2022-09-14T17_54_34	examples.model=bloom-1b7.task=wmt14_hi_en.templates=a_good_translation-en-hi-source+target.fewshot=1.seed=1234.timestamp=2022-09-14T17_54_34.newline-cut.tsv	3.75
bloom-1b7	wmt14_hi_en	a_good_translation-en-hi-source+target	1	1234		2022-09-14T17_54_34	examples.model=bloom-1b7.task=wmt14_hi_en.templates=a_good_translation-en-hi-source+target.fewshot=1.seed=1234.timestamp=2022-09-14T17_54_34.tsv	3.77
bloom-1b7	wmt14_hi_en	a_good_translation-en-hi-target	1	1234	newline-cut-custom-truncate	2022-09-14T17_54_34	examples.model=bloom-1b7.task=wmt14_hi_en.templates=a_good_translation-en-hi-target.fewshot=1.seed=1234.timestamp=2022-09-14T17_54_34.newline-cut-custom-truncate.tsv	2.66
bloom-1b7	wmt14_hi_en	a_good_translation-en-hi-target	1	1234	newline-cut	2022-09-14T17_54_34	examples.model=bloom-1b7.task=wmt14_hi_en.templates=a_good_translation-en-hi-target.fewshot=1.seed=1234.timestamp=2022-09-14T17_54_34.newline-cut.tsv	2.69
bloom-1b7	wmt14_hi_en	a_good_translation-en-hi-target	1	1234		2022-09-14T17_54_34	examples.model=bloom-1b7.task=wmt14_hi_en.templates=a_good_translation-en-hi-target.fewshot=1.seed=1234.timestamp=2022-09-14T17_54_34.tsv	2.39
bloom-1b7	wmt14_hi_en	a_good_translation-hi-en-source+target	1	1234	newline-cut-custom-truncate	2022-09-14T18_01_40	examples.model=bloom-1b7.task=wmt14_hi_en.templates=a_good_translation-hi-en-source+target.fewshot=1.seed=1234.timestamp=2022-09-14T18_01_40.newline-cut-custom-truncate.tsv	7.36
bloom-1b7	wmt14_hi_en	a_good_translation-hi-en-source+target	1	1234	newline-cut	2022-09-14T18_01_40	examples.model=bloom-1b7.task=wmt14_hi_en.templates=a_good_translation-hi-en-source+target.fewshot=1.seed=1234.timestamp=2022-09-14T18_01_40.newline-cut.tsv	7.48
bloom-1b7	wmt14_hi_en	a_good_translation-hi-en-source+target	1	1234		2022-09-14T18_01_40	examples.model=bloom-1b7.task=wmt14_hi_en.templates=a_good_translation-hi-en-source+target.fewshot=1.seed=1234.timestamp=2022-09-14T18_01_40.tsv	7.60
bloom-1b7	wmt14_hi_en	a_good_translation-hi-en-target	1	1234	newline-cut-custom-truncate	2022-09-14T17_58_00	examples.model=bloom-1b7.task=wmt14_hi_en.templates=a_good_translation-hi-en-target.fewshot=1.seed=1234.timestamp=2022-09-14T17_58_00.newline-cut-custom-truncate.tsv	6.47
bloom-1b7	wmt14_hi_en	a_good_translation-hi-en-target	1	1234	newline-cut	2022-09-14T17_58_00	examples.model=bloom-1b7.task=wmt14_hi_en.templates=a_good_translation-hi-en-target.fewshot=1.seed=1234.timestamp=2022-09-14T17_58_00.newline-cut.tsv	6.55
bloom-1b7	wmt14_hi_en	a_good_translation-hi-en-target	1	1234		2022-09-14T17_58_00	examples.model=bloom-1b7.task=wmt14_hi_en.templates=a_good_translation-hi-en-target.fewshot=1.seed=1234.timestamp=2022-09-14T17_58_00.tsv	7.13
bloom-1b7	wmt14_hi_en	gpt-3-en-hi-target	1	1234	newline-cut-custom-truncate	2022-09-14T18_01_40	examples.model=bloom-1b7.task=wmt14_hi_en.templates=gpt-3-en-hi-target.fewshot=1.seed=1234.timestamp=2022-09-14T18_01_40.newline-cut-custom-truncate.tsv	0.06
bloom-1b7	wmt14_hi_en	gpt-3-en-hi-target	1	1234	newline-cut	2022-09-14T18_01_40	examples.model=bloom-1b7.task=wmt14_hi_en.templates=gpt-3-en-hi-target.fewshot=1.seed=1234.timestamp=2022-09-14T18_01_40.newline-cut.tsv	0.06
bloom-1b7	wmt14_hi_en	gpt-3-en-hi-target	1	1234		2022-09-14T18_01_40	examples.model=bloom-1b7.task=wmt14_hi_en.templates=gpt-3-en-hi-target.fewshot=1.seed=1234.timestamp=2022-09-14T18_01_40.tsv	0.05
bloom-1b7	wmt14_hi_en	gpt-3-hi-en-target	1	1234	newline-cut-custom-truncate	2022-09-14T18_05_07	examples.model=bloom-1b7.task=wmt14_hi_en.templates=gpt-3-hi-en-target.fewshot=1.seed=1234.timestamp=2022-09-14T18_05_07.newline-cut-custom-truncate.tsv	0.08
bloom-1b7	wmt14_hi_en	gpt-3-hi-en-target	1	1234	newline-cut	2022-09-14T18_05_07	examples.model=bloom-1b7.task=wmt14_hi_en.templates=gpt-3-hi-en-target.fewshot=1.seed=1234.timestamp=2022-09-14T18_05_07.newline-cut.tsv	0.08
bloom-1b7	wmt14_hi_en	gpt-3-hi-en-target	1	1234		2022-09-14T18_05_07	examples.model=bloom-1b7.task=wmt14_hi_en.templates=gpt-3-hi-en-target.fewshot=1.seed=1234.timestamp=2022-09-14T18_05_07.tsv	0.13
bloom-1b7	wmt14_hi_en	version-en-hi-target	1	1234	newline-cut-custom-truncate	2022-09-14T17_54_34	examples.model=bloom-1b7.task=wmt14_hi_en.templates=version-en-hi-target.fewshot=1.seed=1234.timestamp=2022-09-14T17_54_34.newline-cut-custom-truncate.tsv	2.11
bloom-1b7	wmt14_hi_en	version-en-hi-target	1	1234	newline-cut	2022-09-14T17_54_34	examples.model=bloom-1b7.task=wmt14_hi_en.templates=version-en-hi-target.fewshot=1.seed=1234.timestamp=2022-09-14T17_54_34.newline-cut.tsv	2.12
bloom-1b7	wmt14_hi_en	version-en-hi-target	1	1234		2022-09-14T17_54_34	examples.model=bloom-1b7.task=wmt14_hi_en.templates=version-en-hi-target.fewshot=1.seed=1234.timestamp=2022-09-14T17_54_34.tsv	2.26
bloom-1b7	wmt14_hi_en	version-hi-en-target	1	1234	newline-cut-custom-truncate	2022-09-14T17_58_00	examples.model=bloom-1b7.task=wmt14_hi_en.templates=version-hi-en-target.fewshot=1.seed=1234.timestamp=2022-09-14T17_58_00.newline-cut-custom-truncate.tsv	8.13
bloom-1b7	wmt14_hi_en	version-hi-en-target	1	1234	newline-cut	2022-09-14T17_58_00	examples.model=bloom-1b7.task=wmt14_hi_en.templates=version-hi-en-target.fewshot=1.seed=1234.timestamp=2022-09-14T17_58_00.newline-cut.tsv	8.14
bloom-1b7	wmt14_hi_en	version-hi-en-target	1	1234		2022-09-14T17_58_00	examples.model=bloom-1b7.task=wmt14_hi_en.templates=version-hi-en-target.fewshot=1.seed=1234.timestamp=2022-09-14T17_58_00.tsv	7.82
bloom-1b7	wmt14_hi_en	xglm-en-hi-source+target	1	1234	newline-cut-custom-truncate	2022-12-31T12_05_59	examples.model=bloom-1b7.task=wmt14_hi_en.templates=xglm-en-hi-source+target.fewshot=1.seed=1234.timestamp=2022-12-31T12_05_59.newline-cut-custom-truncate.tsv	4.73
bloom-1b7	wmt14_hi_en	xglm-en-hi-source+target	1	1234	newline-cut	2022-12-31T12_05_59	examples.model=bloom-1b7.task=wmt14_hi_en.templates=xglm-en-hi-source+target.fewshot=1.seed=1234.timestamp=2022-12-31T12_05_59.newline-cut.tsv	4.90
bloom-1b7	wmt14_hi_en	xglm-en-hi-source+target	1	1234		2022-12-31T12_05_59	examples.model=bloom-1b7.task=wmt14_hi_en.templates=xglm-en-hi-source+target.fewshot=1.seed=1234.timestamp=2022-12-31T12_05_59.tsv	4.96
bloom-1b7	wmt14_hi_en	xglm-en-hi-target	1	1234	newline-cut-custom-truncate	2022-09-14T17_58_00	examples.model=bloom-1b7.task=wmt14_hi_en.templates=xglm-en-hi-target.fewshot=1.seed=1234.timestamp=2022-09-14T17_58_00.newline-cut-custom-truncate.tsv	0.52
bloom-1b7	wmt14_hi_en	xglm-en-hi-target	1	1234	newline-cut	2022-09-14T17_58_00	examples.model=bloom-1b7.task=wmt14_hi_en.templates=xglm-en-hi-target.fewshot=1.seed=1234.timestamp=2022-09-14T17_58_00.newline-cut.tsv	0.77
bloom-1b7	wmt14_hi_en	xglm-en-hi-target	1	1234		2022-09-14T17_58_00	examples.model=bloom-1b7.task=wmt14_hi_en.templates=xglm-en-hi-target.fewshot=1.seed=1234.timestamp=2022-09-14T17_58_00.tsv	1.27
bloom-1b7	wmt14_hi_en	xglm-hi-en-source+target	1	1234	newline-cut-custom-truncate	2023-01-03T22_44_56	examples.model=bloom-1b7.task=wmt14_hi_en.templates=xglm-hi-en-source+target.fewshot=1.seed=1234.timestamp=2023-01-03T22_44_56.newline-cut-custom-truncate.tsv	8.74
bloom-1b7	wmt14_hi_en	xglm-hi-en-source+target	1	1234	newline-cut	2023-01-03T22_44_56	examples.model=bloom-1b7.task=wmt14_hi_en.templates=xglm-hi-en-source+target.fewshot=1.seed=1234.timestamp=2023-01-03T22_44_56.newline-cut.tsv	9.17
bloom-1b7	wmt14_hi_en	xglm-hi-en-source+target	1	1234		2023-01-03T22_44_56	examples.model=bloom-1b7.task=wmt14_hi_en.templates=xglm-hi-en-source+target.fewshot=1.seed=1234.timestamp=2023-01-03T22_44_56.tsv	7.61
bloom-1b7	wmt14_hi_en	xglm-hi-en-target	1	1234	newline-cut-custom-truncate	2022-09-14T18_01_40	examples.model=bloom-1b7.task=wmt14_hi_en.templates=xglm-hi-en-target.fewshot=1.seed=1234.timestamp=2022-09-14T18_01_40.newline-cut-custom-truncate.tsv	3.52
bloom-1b7	wmt14_hi_en	xglm-hi-en-target	1	1234	newline-cut	2022-09-14T18_01_40	examples.model=bloom-1b7.task=wmt14_hi_en.templates=xglm-hi-en-target.fewshot=1.seed=1234.timestamp=2022-09-14T18_01_40.newline-cut.tsv	4.14
bloom-1b7	wmt14_hi_en	xglm-hi-en-target	1	1234		2022-09-14T18_01_40	examples.model=bloom-1b7.task=wmt14_hi_en.templates=xglm-hi-en-target.fewshot=1.seed=1234.timestamp=2022-09-14T18_01_40.tsv	2.93
bloom-3b	wmt14_hi_en	a_good_translation-en-hi-source+target	1	1234	newline-cut-custom-truncate	2022-09-14T19_08_50	examples.model=bloom-3b.task=wmt14_hi_en.templates=a_good_translation-en-hi-source+target.fewshot=1.seed=1234.timestamp=2022-09-14T19_08_50.newline-cut-custom-truncate.tsv	6.34
bloom-3b	wmt14_hi_en	a_good_translation-en-hi-source+target	1	1234	newline-cut	2022-09-14T19_08_50	examples.model=bloom-3b.task=wmt14_hi_en.templates=a_good_translation-en-hi-source+target.fewshot=1.seed=1234.timestamp=2022-09-14T19_08_50.newline-cut.tsv	6.36
bloom-3b	wmt14_hi_en	a_good_translation-en-hi-source+target	1	1234		2022-09-14T19_08_50	examples.model=bloom-3b.task=wmt14_hi_en.templates=a_good_translation-en-hi-source+target.fewshot=1.seed=1234.timestamp=2022-09-14T19_08_50.tsv	6.37
bloom-3b	wmt14_hi_en	a_good_translation-en-hi-target	1	1234	newline-cut-custom-truncate	2022-09-14T18_59_28	examples.model=bloom-3b.task=wmt14_hi_en.templates=a_good_translation-en-hi-target.fewshot=1.seed=1234.timestamp=2022-09-14T18_59_28.newline-cut-custom-truncate.tsv	5.87
bloom-3b	wmt14_hi_en	a_good_translation-en-hi-target	1	1234	newline-cut	2022-09-14T18_59_28	examples.model=bloom-3b.task=wmt14_hi_en.templates=a_good_translation-en-hi-target.fewshot=1.seed=1234.timestamp=2022-09-14T18_59_28.newline-cut.tsv	5.91
bloom-3b	wmt14_hi_en	a_good_translation-en-hi-target	1	1234		2022-09-14T18_59_28	examples.model=bloom-3b.task=wmt14_hi_en.templates=a_good_translation-en-hi-target.fewshot=1.seed=1234.timestamp=2022-09-14T18_59_28.tsv	5.91
bloom-3b	wmt14_hi_en	a_good_translation-hi-en-source+target	1	1234	newline-cut-custom-truncate	2022-09-14T19_41_14	examples.model=bloom-3b.task=wmt14_hi_en.templates=a_good_translation-hi-en-source+target.fewshot=1.seed=1234.timestamp=2022-09-14T19_41_14.newline-cut-custom-truncate.tsv	13.97
bloom-3b	wmt14_hi_en	a_good_translation-hi-en-source+target	1	1234	newline-cut	2022-09-14T19_41_14	examples.model=bloom-3b.task=wmt14_hi_en.templates=a_good_translation-hi-en-source+target.fewshot=1.seed=1234.timestamp=2022-09-14T19_41_14.newline-cut.tsv	13.96
bloom-3b	wmt14_hi_en	a_good_translation-hi-en-source+target	1	1234		2022-09-14T19_41_14	examples.model=bloom-3b.task=wmt14_hi_en.templates=a_good_translation-hi-en-source+target.fewshot=1.seed=1234.timestamp=2022-09-14T19_41_14.tsv	13.86
bloom-3b	wmt14_hi_en	a_good_translation-hi-en-target	1	1234	newline-cut-custom-truncate	2022-09-14T19_32_52	examples.model=bloom-3b.task=wmt14_hi_en.templates=a_good_translation-hi-en-target.fewshot=1.seed=1234.timestamp=2022-09-14T19_32_52.newline-cut-custom-truncate.tsv	12.98
bloom-3b	wmt14_hi_en	a_good_translation-hi-en-target	1	1234	newline-cut	2022-09-14T19_32_52	examples.model=bloom-3b.task=wmt14_hi_en.templates=a_good_translation-hi-en-target.fewshot=1.seed=1234.timestamp=2022-09-14T19_32_52.newline-cut.tsv	13.01
bloom-3b	wmt14_hi_en	a_good_translation-hi-en-target	1	1234		2022-09-14T19_32_52	examples.model=bloom-3b.task=wmt14_hi_en.templates=a_good_translation-hi-en-target.fewshot=1.seed=1234.timestamp=2022-09-14T19_32_52.tsv	13.00
bloom-3b	wmt14_hi_en	gpt-3-en-hi-target	1	1234	newline-cut-custom-truncate	2022-09-14T19_48_11	examples.model=bloom-3b.task=wmt14_hi_en.templates=gpt-3-en-hi-target.fewshot=1.seed=1234.timestamp=2022-09-14T19_48_11.newline-cut-custom-truncate.tsv	0.22
bloom-3b	wmt14_hi_en	gpt-3-en-hi-target	1	1234	newline-cut	2022-09-14T19_48_11	examples.model=bloom-3b.task=wmt14_hi_en.templates=gpt-3-en-hi-target.fewshot=1.seed=1234.timestamp=2022-09-14T19_48_11.newline-cut.tsv	0.22
bloom-3b	wmt14_hi_en	gpt-3-en-hi-target	1	1234		2022-09-14T19_48_11	examples.model=bloom-3b.task=wmt14_hi_en.templates=gpt-3-en-hi-target.fewshot=1.seed=1234.timestamp=2022-09-14T19_48_11.tsv	0.21
bloom-3b	wmt14_hi_en	gpt-3-hi-en-target	1	1234	newline-cut-custom-truncate	2022-09-14T19_48_11	examples.model=bloom-3b.task=wmt14_hi_en.templates=gpt-3-hi-en-target.fewshot=1.seed=1234.timestamp=2022-09-14T19_48_11.newline-cut-custom-truncate.tsv	0.07
bloom-3b	wmt14_hi_en	gpt-3-hi-en-target	1	1234	newline-cut	2022-09-14T19_48_11	examples.model=bloom-3b.task=wmt14_hi_en.templates=gpt-3-hi-en-target.fewshot=1.seed=1234.timestamp=2022-09-14T19_48_11.newline-cut.tsv	0.07
bloom-3b	wmt14_hi_en	gpt-3-hi-en-target	1	1234		2022-09-14T19_48_11	examples.model=bloom-3b.task=wmt14_hi_en.templates=gpt-3-hi-en-target.fewshot=1.seed=1234.timestamp=2022-09-14T19_48_11.tsv	0.08
bloom-3b	wmt14_hi_en	version-en-hi-target	1	1234	newline-cut-custom-truncate	2022-09-14T18_45_58	examples.model=bloom-3b.task=wmt14_hi_en.templates=version-en-hi-target.fewshot=1.seed=1234.timestamp=2022-09-14T18_45_58.newline-cut-custom-truncate.tsv	5.49
bloom-3b	wmt14_hi_en	version-en-hi-target	1	1234	newline-cut	2022-09-14T18_45_58	examples.model=bloom-3b.task=wmt14_hi_en.templates=version-en-hi-target.fewshot=1.seed=1234.timestamp=2022-09-14T18_45_58.newline-cut.tsv	5.49
bloom-3b	wmt14_hi_en	version-en-hi-target	1	1234		2022-09-14T18_45_58	examples.model=bloom-3b.task=wmt14_hi_en.templates=version-en-hi-target.fewshot=1.seed=1234.timestamp=2022-09-14T18_45_58.tsv	5.49
bloom-3b	wmt14_hi_en	version-hi-en-target	1	1234	newline-cut-custom-truncate	2022-09-14T19_25_12	examples.model=bloom-3b.task=wmt14_hi_en.templates=version-hi-en-target.fewshot=1.seed=1234.timestamp=2022-09-14T19_25_12.newline-cut-custom-truncate.tsv	13.64
bloom-3b	wmt14_hi_en	version-hi-en-target	1	1234	newline-cut	2022-09-14T19_25_12	examples.model=bloom-3b.task=wmt14_hi_en.templates=version-hi-en-target.fewshot=1.seed=1234.timestamp=2022-09-14T19_25_12.newline-cut.tsv	13.64
bloom-3b	wmt14_hi_en	version-hi-en-target	1	1234		2022-09-14T19_25_12	examples.model=bloom-3b.task=wmt14_hi_en.templates=version-hi-en-target.fewshot=1.seed=1234.timestamp=2022-09-14T19_25_12.tsv	13.51
bloom-3b	wmt14_hi_en	xglm-en-hi-source+target	1	1234	newline-cut-custom-truncate	2022-12-31T12_05_59	examples.model=bloom-3b.task=wmt14_hi_en.templates=xglm-en-hi-source+target.fewshot=1.seed=1234.timestamp=2022-12-31T12_05_59.newline-cut-custom-truncate.tsv	7.45
bloom-3b	wmt14_hi_en	xglm-en-hi-source+target	1	1234	newline-cut	2022-12-31T12_05_59	examples.model=bloom-3b.task=wmt14_hi_en.templates=xglm-en-hi-source+target.fewshot=1.seed=1234.timestamp=2022-12-31T12_05_59.newline-cut.tsv	7.53
bloom-3b	wmt14_hi_en	xglm-en-hi-source+target	1	1234		2022-12-31T12_05_59	examples.model=bloom-3b.task=wmt14_hi_en.templates=xglm-en-hi-source+target.fewshot=1.seed=1234.timestamp=2022-12-31T12_05_59.tsv	7.25
